plantid,dateobservation,longueur,largeur,note
MMB4026,2017-09-15,54.43,167.85,Légère variabilité observée.
MMB4026,2017-10-15,170.09,183.67,Rien à signaler.
MMB4028,2017-05-15,145.60,124.83,Condition normale pour la saison.
MMB4028,2017-06-15,182.06,195.07,Condition normale pour la saison.
MMB4028,2017-07-15,148.69,138.51,Condition normale pour la saison.
MMB4028,2017-08-15,69.67,199.80,Rien à signaler.
MMB4028,2017-09-15,144.31,52.87,Légère variabilité observée.
MMB4028,2017-10-15,140.07,92.45,Légère variabilité observée.
MMB4030,2017-05-15,155.54,135.35,Rien à signaler.
MMB4030,2017-06-15,163.56,154.56,Condition normale pour la saison.
MMB4030,2017-07-15,132.84,142.32,Légère variabilité observée.
MMB4030,2017-08-15,156.85,122.29,Condition normale pour la saison.
MMB4030,2017-09-15,92.77,51.30,Légère variabilité observée.
MMB4030,2017-10-15,70.95,144.22,Condition normale pour la saison.
MMB4032,2017-05-15,186.49,176.41,Légère variabilité observée.
MMB4032,2017-06-15,117.03,131.15,Légère variabilité observée.
MMB4032,2017-07-15,57.37,87.97,Rien à signaler.
MMB4032,2017-08-15,120.71,172.84,Légère variabilité observée.
MMB4032,2017-09-15,192.61,77.82,Condition normale pour la saison.
MMB4032,2017-10-15,166.18,176.59,Condition normale pour la saison.
MMB4034,2017-05-15,160.60,74.79,Condition normale pour la saison.
MMB4034,2017-06-15,138.39,119.55,Rien à signaler.
MMB4034,2017-07-15,199.95,50.92,Condition normale pour la saison.
MMB4034,2017-08-15,56.81,141.20,Condition normale pour la saison.
MMB4034,2017-09-15,50.96,105.39,Condition normale pour la saison.
MMB4034,2017-10-15,189.40,193.93,Rien à signaler.
MMB4036,2017-05-15,160.98,65.21,Légère variabilité observée.
MMB4036,2017-06-15,179.68,56.30,Légère variabilité observée.
MMB4036,2017-07-15,166.84,107.52,Rien à signaler.
MMB4036,2017-08-15,68.77,178.95,Légère variabilité observée.
MMB4036,2017-09-15,110.49,131.31,Condition normale pour la saison.
MMB4036,2017-10-15,94.02,165.93,Légère variabilité observée.
MMB4038,2017-05-15,141.02,62.31,Légère variabilité observée.
MMB4038,2017-06-15,140.73,111.70,Condition normale pour la saison.
MMB4038,2017-07-15,154.16,192.21,Légère variabilité observée.
MMB4038,2017-08-15,122.57,135.64,Condition normale pour la saison.
MMB4038,2017-09-15,145.71,158.57,Condition normale pour la saison.
MMB4038,2017-10-15,144.63,141.15,Rien à signaler.
MMB4040,2017-05-15,183.46,135.77,Légère variabilité observée.
MMB4040,2017-06-15,107.30,171.83,Condition normale pour la saison.
MMB4040,2017-07-15,63.42,196.39,Condition normale pour la saison.
MMB4040,2017-08-15,160.76,54.00,Condition normale pour la saison.
MMB4040,2017-09-15,149.63,113.39,Condition normale pour la saison.
MMB4040,2017-10-15,61.90,109.71,Condition normale pour la saison.
MMB4042,2017-05-15,182.82,193.91,Rien à signaler.
MMB4042,2017-06-15,101.10,137.09,Condition normale pour la saison.
MMB4042,2017-07-15,78.37,54.47,Rien à signaler.
MMB4042,2017-08-15,54.05,195.80,Rien à signaler.
MMB4042,2017-09-15,142.84,161.91,Légère variabilité observée.
MMB4042,2017-10-15,108.27,105.16,Condition normale pour la saison.
MMB4044,2017-05-15,143.21,191.03,Condition normale pour la saison.
MMB4044,2017-06-15,157.03,166.70,Rien à signaler.
MMB4044,2017-07-15,75.42,132.26,Rien à signaler.
MMB4044,2017-08-15,79.65,196.69,Rien à signaler.
MMB4044,2017-09-15,184.39,83.88,Rien à signaler.
MMB4044,2017-10-15,145.97,69.74,Légère variabilité observée.
MMB4046,2017-05-15,76.67,144.25,Condition normale pour la saison.
MMB4046,2017-06-15,91.07,198.16,Légère variabilité observée.
MMB4046,2017-07-15,189.80,60.78,Condition normale pour la saison.
MMB4046,2017-08-15,51.29,70.59,Rien à signaler.
MMB4046,2017-09-15,113.86,182.64,Condition normale pour la saison.
MMB4046,2017-10-15,60.97,152.70,Légère variabilité observée.
MMB4048,2017-05-15,180.19,172.96,Rien à signaler.
MMB4048,2017-06-15,64.03,161.96,Condition normale pour la saison.
MMB4048,2017-07-15,98.38,90.53,Condition normale pour la saison.
MMB4048,2017-08-15,54.15,124.16,Rien à signaler.
MMB4048,2017-09-15,176.03,111.71,Condition normale pour la saison.
MMB4048,2017-10-15,149.16,74.58,Légère variabilité observée.
MMB4050,2017-05-15,179.06,57.67,Condition normale pour la saison.
MMB4050,2017-06-15,79.39,168.64,Condition normale pour la saison.
MMB4050,2017-07-15,126.71,190.52,Condition normale pour la saison.
MMB4050,2017-08-15,193.76,124.22,Rien à signaler.
MMB4050,2017-09-15,125.97,85.96,Condition normale pour la saison.
MMB4050,2017-10-15,145.51,149.55,Rien à signaler.
MMB4052,2017-05-15,197.99,188.69,Condition normale pour la saison.
MMB4052,2017-06-15,142.73,138.10,Légère variabilité observée.
MMB4052,2017-07-15,182.80,96.71,Rien à signaler.
MMB4052,2017-08-15,165.39,115.29,Légère variabilité observée.
MMB4052,2017-09-15,69.83,123.11,Condition normale pour la saison.
MMB4052,2017-10-15,51.85,157.86,Légère variabilité observée.
MMB4054,2017-05-15,131.69,85.46,Condition normale pour la saison.
MMB4054,2017-06-15,97.86,76.44,Condition normale pour la saison.
MMB4054,2017-07-15,78.81,167.71,Condition normale pour la saison.
MMB4054,2017-08-15,183.34,98.57,Condition normale pour la saison.
MMB4054,2017-09-15,152.05,194.89,Rien à signaler.
MMB4054,2017-10-15,91.03,81.40,Rien à signaler.
MMB4056,2017-05-15,98.58,137.75,Rien à signaler.
MMB4056,2017-06-15,175.31,89.79,Légère variabilité observée.
MMB4056,2017-07-15,66.48,87.30,Condition normale pour la saison.
MMB4056,2017-08-15,158.17,51.40,Légère variabilité observée.
MMB4056,2017-09-15,62.04,75.44,Condition normale pour la saison.
MMB4056,2017-10-15,58.05,180.53,Condition normale pour la saison.
MMB4058,2017-05-15,78.65,109.42,Condition normale pour la saison.
MMB4058,2017-06-15,94.74,144.41,Légère variabilité observée.
MMB4058,2017-07-15,108.08,124.24,Rien à signaler.
MMB4058,2017-08-15,183.13,183.67,Rien à signaler.
MMB4058,2017-09-15,133.80,92.95,Rien à signaler.
MMB4058,2017-10-15,190.78,73.34,Condition normale pour la saison.
MMB4060,2017-05-15,117.64,56.61,Condition normale pour la saison.
MMB4060,2017-06-15,70.06,56.34,Condition normale pour la saison.
MMB4060,2017-07-15,61.89,145.28,Légère variabilité observée.
MMB4060,2017-08-15,140.65,162.82,Rien à signaler.
MMB4060,2017-09-15,79.10,87.99,Légère variabilité observée.
MMB4060,2017-10-15,65.50,162.54,Rien à signaler.
MMB4062,2017-05-15,83.50,88.48,Légère variabilité observée.
MMB4062,2017-06-15,161.35,72.24,Condition normale pour la saison.
MMB4062,2017-07-15,60.94,62.80,Rien à signaler.
MMB4062,2017-08-15,167.73,110.67,Rien à signaler.
MMB4062,2017-09-15,122.40,123.04,Légère variabilité observée.
MMB4062,2017-10-15,54.70,121.48,Rien à signaler.
MMB4064,2017-05-15,85.62,193.18,Légère variabilité observée.
MMB4064,2017-06-15,196.39,105.21,Condition normale pour la saison.
MMB4064,2017-07-15,62.18,153.85,Condition normale pour la saison.
MMB4064,2017-08-15,159.98,61.37,Condition normale pour la saison.
MMB4064,2017-09-15,154.65,185.23,Condition normale pour la saison.
MMB4064,2017-10-15,178.47,183.62,Rien à signaler.
MMB4066,2017-05-15,159.78,199.08,Condition normale pour la saison.
MMB4066,2017-06-15,58.19,184.44,Condition normale pour la saison.
MMB4066,2017-07-15,163.30,154.77,Rien à signaler.
MMB4066,2017-08-15,53.28,88.81,Condition normale pour la saison.
MMB4066,2017-09-15,77.78,197.18,Condition normale pour la saison.
MMB4066,2017-10-15,107.39,195.46,Condition normale pour la saison.
MMB4068,2017-05-15,109.20,85.89,Légère variabilité observée.
MMB4068,2017-06-15,139.91,67.63,Condition normale pour la saison.
MMB4068,2017-07-15,191.71,106.05,Condition normale pour la saison.
MMB4068,2017-08-15,56.48,111.86,Légère variabilité observée.
MMB4068,2017-09-15,58.34,160.00,Condition normale pour la saison.
MMB4068,2017-10-15,71.39,175.86,Légère variabilité observée.
MMB4070,2017-05-15,59.90,174.35,Condition normale pour la saison.
MMB4070,2017-06-15,109.24,108.62,Condition normale pour la saison.
MMB4070,2017-07-15,144.57,161.49,Condition normale pour la saison.
MMB4070,2017-08-15,82.38,145.77,Condition normale pour la saison.
MMB4070,2017-09-15,80.06,186.61,Rien à signaler.
MMB4070,2017-10-15,150.43,104.75,Légère variabilité observée.
MMB4072,2017-05-15,137.90,150.46,Légère variabilité observée.
MMB4072,2017-06-15,60.49,125.96,Condition normale pour la saison.
MMB4072,2017-07-15,197.48,80.42,Condition normale pour la saison.
MMB4072,2017-08-15,91.00,132.54,Condition normale pour la saison.
MMB4072,2017-09-15,103.58,128.22,Condition normale pour la saison.
MMB4072,2017-10-15,146.65,117.73,Légère variabilité observée.
MMB4074,2017-05-15,158.94,91.93,Condition normale pour la saison.
MMB4074,2017-06-15,71.85,139.37,Condition normale pour la saison.
MMB4074,2017-07-15,84.81,64.44,Condition normale pour la saison.
MMB4074,2017-08-15,107.37,154.84,Condition normale pour la saison.
MMB4074,2017-09-15,140.95,97.95,Rien à signaler.
MMB4074,2017-10-15,193.32,154.47,Condition normale pour la saison.
MMB4076,2017-05-15,187.78,190.00,Condition normale pour la saison.
MMB4076,2017-06-15,148.91,190.22,Légère variabilité observée.
MMB4076,2017-07-15,131.38,120.35,Légère variabilité observée.
MMB4076,2017-08-15,115.89,151.83,Légère variabilité observée.
MMB4076,2017-09-15,62.29,81.12,Légère variabilité observée.
MMB4076,2017-10-15,121.90,130.71,Légère variabilité observée.
MMB4078,2017-05-15,139.09,86.62,Rien à signaler.
MMB4078,2017-06-15,50.34,141.90,Condition normale pour la saison.
MMB4078,2017-07-15,168.05,171.54,Condition normale pour la saison.
MMB4078,2017-08-15,52.08,182.32,Condition normale pour la saison.
MMB4078,2017-09-15,71.81,83.05,Condition normale pour la saison.
MMB4078,2017-10-15,114.10,152.00,Condition normale pour la saison.
MMB4080,2017-05-15,76.51,105.64,Condition normale pour la saison.
MMB4080,2017-06-15,131.84,121.96,Légère variabilité observée.
MMB4080,2017-07-15,146.20,119.90,Légère variabilité observée.
MMB4080,2017-08-15,88.82,80.07,Rien à signaler.
MMB4080,2017-09-15,167.06,52.98,Condition normale pour la saison.
MMB4080,2017-10-15,83.95,55.63,Condition normale pour la saison.
MMB4082,2017-05-15,87.62,167.85,Légère variabilité observée.
MMB4082,2017-06-15,143.42,149.83,Condition normale pour la saison.
MMB4082,2017-07-15,103.47,174.76,Condition normale pour la saison.
MMB4082,2017-08-15,152.36,191.79,Condition normale pour la saison.
MMB4082,2017-09-15,55.31,127.32,Condition normale pour la saison.
MMB4082,2017-10-15,94.21,190.92,Rien à signaler.
MMB4084,2017-05-15,197.78,94.22,Condition normale pour la saison.
MMB4084,2017-06-15,58.69,109.72,Légère variabilité observée.
MMB4084,2017-07-15,65.25,129.59,Légère variabilité observée.
MMB4084,2017-08-15,158.30,81.13,Rien à signaler.
MMB4084,2017-09-15,159.79,195.57,Condition normale pour la saison.
MMB4084,2017-10-15,94.78,96.51,Rien à signaler.
MMB4086,2017-05-15,72.28,181.58,Légère variabilité observée.
MMB4086,2017-06-15,173.81,125.23,Condition normale pour la saison.
MMB4086,2017-07-15,176.84,127.47,Condition normale pour la saison.
MMB4086,2017-08-15,52.54,123.12,Rien à signaler.
MMB4086,2017-09-15,65.29,125.49,Rien à signaler.
MMB4086,2017-10-15,128.27,133.40,Condition normale pour la saison.
MMB4088,2017-05-15,154.27,145.37,Condition normale pour la saison.
MMB4088,2017-06-15,68.18,158.04,Condition normale pour la saison.
MMB4088,2017-07-15,94.04,133.92,Rien à signaler.
MMB4088,2017-08-15,110.16,186.15,Condition normale pour la saison.
MMB4088,2017-09-15,128.13,159.48,Condition normale pour la saison.
MMB4088,2017-10-15,83.70,131.71,Condition normale pour la saison.
MMB4090,2017-05-15,124.83,124.50,Rien à signaler.
MMB4090,2017-06-15,52.64,53.99,Légère variabilité observée.
MMB4090,2017-07-15,148.54,122.51,Rien à signaler.
MMB4090,2017-08-15,169.84,193.17,Rien à signaler.
MMB4090,2017-09-15,59.68,162.82,Condition normale pour la saison.
MMB4090,2017-10-15,189.77,68.55,Condition normale pour la saison.
MMB4092,2017-05-15,128.96,159.20,Légère variabilité observée.
MMB4092,2017-06-15,172.99,189.08,Légère variabilité observée.
MMB4092,2017-07-15,168.48,62.27,Légère variabilité observée.
MMB4092,2017-08-15,122.28,130.35,Condition normale pour la saison.
MMB4092,2017-09-15,117.06,59.35,Condition normale pour la saison.
MMB4092,2017-10-15,59.65,147.30,Légère variabilité observée.
MMB4094,2017-05-15,139.58,156.20,Condition normale pour la saison.
MMB4094,2017-06-15,123.35,103.30,Condition normale pour la saison.
MMB4094,2017-07-15,156.68,174.86,Rien à signaler.
MMB4094,2017-09-15,91.16,125.64,Condition normale pour la saison.
MMB4094,2017-10-15,128.35,114.76,Condition normale pour la saison.
MMB4096,2017-05-15,89.85,159.02,Rien à signaler.
MMB4096,2017-06-15,51.46,161.76,Condition normale pour la saison.
MMB4096,2017-07-15,193.02,122.82,Rien à signaler.
MMB4096,2017-08-15,159.28,165.17,Condition normale pour la saison.
MMB4096,2017-09-15,98.17,103.32,Condition normale pour la saison.
MMB4096,2017-10-15,153.01,104.34,Condition normale pour la saison.
MMB4098,2017-05-15,167.06,68.04,Légère variabilité observée.
MMB4098,2017-06-15,110.58,165.03,Condition normale pour la saison.
MMB4098,2017-07-15,126.77,100.15,Condition normale pour la saison.
MMB4098,2017-08-15,84.45,164.41,Condition normale pour la saison.
MMB4098,2017-09-15,52.27,105.76,Légère variabilité observée.
MMB4098,2017-10-15,159.22,110.25,Condition normale pour la saison.
MMB4100,2017-05-15,80.87,168.30,Légère variabilité observée.
MMB4100,2017-06-15,167.49,166.96,Condition normale pour la saison.
MMB4100,2017-07-15,132.69,121.10,Rien à signaler.
MMB4100,2017-08-15,88.30,128.73,Légère variabilité observée.
MMB4100,2017-09-15,121.38,100.19,Rien à signaler.
MMB4100,2017-10-15,101.52,154.75,Condition normale pour la saison.
